original_task_id,static_decision,static_reasons,priority_score,expected_terminal_action,persona_level,num_blockers,blocker_family_tags,profile_switch_bucket,prior_calibration
[mms_issue]airplane_mode_on|break_apn_mms_setting|data_mode_off|unseat_sim_card[PERSONA:None],candidate,,-92.0,repair_all,None,4,apn|sim|data_mode,target_favoring,
[mms_issue]airplane_mode_on|break_app_sms_permission|data_mode_off|unseat_sim_card[PERSONA:Easy],candidate,,-38.0,repair_all,Easy,4,permission|sim|data_mode,neutral_other,
[mms_issue]airplane_mode_on|break_app_storage_permission|data_mode_off|unseat_sim_card[PERSONA:Hard],candidate,,-37.0,repair_all,Hard,4,permission|sim|data_mode,neutral_other,
[mms_issue]airplane_mode_on|break_app_both_permissions|data_mode_off|unseat_sim_card[PERSONA:None],candidate,,-24.0,repair_all,None,4,permission|sim|data_mode,neutral_other,
[mms_issue]airplane_mode_on|bad_network_preference|data_usage_exceeded|unseat_sim_card[PERSONA:Easy],candidate,,-4.0,repair_subset,Easy,4,network_preference|sim|data_usage_exceeded,neutral_other,
[mms_issue]airplane_mode_on|bad_wifi_calling|data_usage_exceeded|unseat_sim_card[PERSONA:Hard],candidate,,-13.0,repair_subset,Hard,4,wifi_calling|sim|data_usage_exceeded,neutral_other,
[mms_issue]airplane_mode_on|break_apn_mms_setting|data_usage_exceeded|unseat_sim_card[PERSONA:None],candidate,,-64.0,repair_subset,None,4,apn|sim|data_usage_exceeded,target_favoring,
[mms_issue]airplane_mode_on|break_app_sms_permission|data_usage_exceeded|unseat_sim_card[PERSONA:Easy],candidate,,-10.0,repair_subset,Easy,4,permission|sim|data_usage_exceeded,neutral_other,
[mms_issue]airplane_mode_on|break_app_storage_permission|data_usage_exceeded|unseat_sim_card[PERSONA:Hard],candidate,,-9.0,repair_subset,Hard,4,permission|sim|data_usage_exceeded,neutral_other,
[mms_issue]airplane_mode_on|break_app_both_permissions|data_usage_exceeded|unseat_sim_card[PERSONA:None],candidate,,4.0,repair_subset,None,4,permission|sim|data_usage_exceeded,neutral_other,
[mms_issue]airplane_mode_on|bad_network_preference|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Easy],candidate,,-32.0,repair_all,Easy,4,network_preference|sim|roaming_enabled_off,neutral_other,
[mms_issue]airplane_mode_on|bad_wifi_calling|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard],candidate,,-41.0,repair_all,Hard,4,wifi_calling|sim|roaming_enabled_off,neutral_other,
[mms_issue]airplane_mode_on|break_apn_mms_setting|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None],candidate,,-92.0,repair_all,None,4,apn|sim|roaming_enabled_off,target_favoring,
[mms_issue]airplane_mode_on|break_app_sms_permission|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Easy],candidate,,-38.0,repair_all,Easy,4,permission|sim|roaming_enabled_off,neutral_other,
[mms_issue]airplane_mode_on|break_app_storage_permission|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard],candidate,,-37.0,repair_all,Hard,4,permission|sim|roaming_enabled_off,neutral_other,
[mms_issue]airplane_mode_on|break_app_both_permissions|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None],candidate,,-24.0,repair_all,None,4,permission|sim|roaming_enabled_off,neutral_other,
[mms_issue]airplane_mode_on|bad_network_preference|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Easy],candidate,,-8.0,repair_subset,Easy,4,network_preference|sim|roaming_disabled_on,neutral_other,
[mms_issue]airplane_mode_on|bad_wifi_calling|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard],candidate,,-17.0,repair_subset,Hard,4,wifi_calling|sim|roaming_disabled_on,neutral_other,
[mms_issue]airplane_mode_on|break_apn_mms_setting|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:None],candidate,,-68.0,repair_subset,None,4,apn|sim|roaming_disabled_on,target_favoring,
[mms_issue]airplane_mode_on|break_app_sms_permission|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Easy],candidate,,-14.0,repair_subset,Easy,4,permission|sim|roaming_disabled_on,neutral_other,
[mms_issue]airplane_mode_on|break_app_storage_permission|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard],candidate,,-13.0,repair_subset,Hard,4,permission|sim|roaming_disabled_on,neutral_other,
[mms_issue]airplane_mode_on|break_app_both_permissions|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:None],candidate,,0.0,repair_subset,None,4,permission|sim|roaming_disabled_on,neutral_other,
[mms_issue]airplane_mode_on|bad_network_preference|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:Easy],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,Easy,4,network_preference|sim|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]airplane_mode_on|bad_wifi_calling|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:Hard],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,Hard,4,wifi_calling|sim|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]airplane_mode_on|break_apn_mms_setting|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:None],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,None,4,apn|sim|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]airplane_mode_on|break_app_sms_permission|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:Easy],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,Easy,4,permission|sim|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]airplane_mode_on|break_app_storage_permission|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:Hard],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,Hard,4,permission|sim|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]airplane_mode_on|break_app_both_permissions|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:None],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,None,4,permission|sim|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|unseat_sim_card[PERSONA:Easy],candidate,,-44.0,repair_all,Easy,4,wifi_calling|network_preference|sim,neutral_other,
[mms_issue]airplane_mode_on|bad_network_preference|break_apn_mms_setting|unseat_sim_card[PERSONA:Hard],candidate,,-89.0,repair_all,Hard,4,apn|network_preference|sim,target_favoring,
[mms_issue]airplane_mode_on|bad_network_preference|break_app_sms_permission|unseat_sim_card[PERSONA:None],candidate,,-38.0,repair_all,None,4,permission|network_preference|sim,neutral_other,
[mms_issue]airplane_mode_on|bad_network_preference|break_app_storage_permission|unseat_sim_card[PERSONA:Easy],candidate,,210.0,repair_all,Easy,4,permission|network_preference|sim,neutral_other,delete
[mms_issue]airplane_mode_on|bad_network_preference|break_app_both_permissions|unseat_sim_card[PERSONA:Hard],candidate,,-21.0,repair_all,Hard,4,permission|network_preference|sim,neutral_other,
[mms_issue]airplane_mode_on|bad_wifi_calling|break_apn_mms_setting|unseat_sim_card[PERSONA:None],candidate,,-104.0,repair_all,None,4,apn|wifi_calling|sim,target_favoring,
[mms_issue]airplane_mode_on|bad_wifi_calling|break_app_sms_permission|unseat_sim_card[PERSONA:Easy],candidate,,-50.0,repair_all,Easy,4,permission|wifi_calling|sim,neutral_other,
[mms_issue]airplane_mode_on|bad_wifi_calling|break_app_storage_permission|unseat_sim_card[PERSONA:Hard],candidate,,-49.0,repair_all,Hard,4,permission|wifi_calling|sim,neutral_other,
[mms_issue]airplane_mode_on|bad_wifi_calling|break_app_both_permissions|unseat_sim_card[PERSONA:None],candidate,,-36.0,repair_all,None,4,permission|wifi_calling|sim,neutral_other,
[mms_issue]airplane_mode_on|break_apn_mms_setting|break_app_sms_permission|unseat_sim_card[PERSONA:Easy],candidate,,-98.0,repair_all,Easy,4,apn|permission|sim,target_favoring,
[mms_issue]airplane_mode_on|break_apn_mms_setting|break_app_storage_permission|unseat_sim_card[PERSONA:Hard],candidate,,-97.0,repair_all,Hard,4,apn|permission|sim,target_favoring,
[mms_issue]airplane_mode_on|break_apn_mms_setting|break_app_both_permissions|unseat_sim_card[PERSONA:None],candidate,,-84.0,repair_all,None,4,apn|permission|sim,target_favoring,
[mms_issue]airplane_mode_on|bad_network_preference|data_mode_off|data_usage_exceeded[PERSONA:Easy],candidate,,-4.0,repair_subset,Easy,4,network_preference|data_mode|data_usage_exceeded,neutral_other,
[mms_issue]airplane_mode_on|bad_wifi_calling|data_mode_off|data_usage_exceeded[PERSONA:Hard],candidate,,-13.0,repair_subset,Hard,4,wifi_calling|data_mode|data_usage_exceeded,neutral_other,
[mms_issue]airplane_mode_on|break_apn_mms_setting|data_mode_off|data_usage_exceeded[PERSONA:None],candidate,,-4.0,repair_subset,None,4,apn|data_mode|data_usage_exceeded,neutral_other,
[mms_issue]airplane_mode_on|break_app_sms_permission|data_mode_off|data_usage_exceeded[PERSONA:Easy],candidate,,-10.0,repair_subset,Easy,4,permission|data_mode|data_usage_exceeded,neutral_other,
[mms_issue]airplane_mode_on|break_app_storage_permission|data_mode_off|data_usage_exceeded[PERSONA:Hard],candidate,,-9.0,repair_subset,Hard,4,permission|data_mode|data_usage_exceeded,neutral_other,
[mms_issue]airplane_mode_on|break_app_both_permissions|data_mode_off|data_usage_exceeded[PERSONA:None],candidate,,4.0,repair_subset,None,4,permission|data_mode|data_usage_exceeded,neutral_other,
[mms_issue]airplane_mode_on|bad_network_preference|data_mode_off|user_abroad_roaming_enabled_off[PERSONA:Easy],candidate,,-32.0,repair_all,Easy,4,network_preference|data_mode|roaming_enabled_off,neutral_other,
[mms_issue]airplane_mode_on|bad_wifi_calling|data_mode_off|user_abroad_roaming_enabled_off[PERSONA:Hard],candidate,,-41.0,repair_all,Hard,4,wifi_calling|data_mode|roaming_enabled_off,neutral_other,
[mms_issue]airplane_mode_on|break_apn_mms_setting|data_mode_off|user_abroad_roaming_enabled_off[PERSONA:None],candidate,,-92.0,repair_all,None,4,apn|data_mode|roaming_enabled_off,target_favoring,
[mms_issue]airplane_mode_on|break_app_sms_permission|data_mode_off|user_abroad_roaming_enabled_off[PERSONA:Easy],candidate,,-38.0,repair_all,Easy,4,permission|data_mode|roaming_enabled_off,neutral_other,
[mms_issue]airplane_mode_on|break_app_storage_permission|data_mode_off|user_abroad_roaming_enabled_off[PERSONA:Hard],candidate,,-37.0,repair_all,Hard,4,permission|data_mode|roaming_enabled_off,neutral_other,
[mms_issue]airplane_mode_on|break_app_both_permissions|data_mode_off|user_abroad_roaming_enabled_off[PERSONA:None],candidate,,-24.0,repair_all,None,4,permission|data_mode|roaming_enabled_off,neutral_other,
[mms_issue]airplane_mode_on|bad_network_preference|data_mode_off|user_abroad_roaming_disabled_on[PERSONA:Easy],candidate,,-8.0,repair_subset,Easy,4,network_preference|data_mode|roaming_disabled_on,neutral_other,
[mms_issue]airplane_mode_on|bad_wifi_calling|data_mode_off|user_abroad_roaming_disabled_on[PERSONA:Hard],candidate,,-17.0,repair_subset,Hard,4,wifi_calling|data_mode|roaming_disabled_on,neutral_other,
[mms_issue]airplane_mode_on|break_apn_mms_setting|data_mode_off|user_abroad_roaming_disabled_on[PERSONA:None],candidate,,-68.0,repair_subset,None,4,apn|data_mode|roaming_disabled_on,target_favoring,
[mms_issue]airplane_mode_on|break_app_sms_permission|data_mode_off|user_abroad_roaming_disabled_on[PERSONA:Easy],candidate,,-14.0,repair_subset,Easy,4,permission|data_mode|roaming_disabled_on,neutral_other,
[mms_issue]airplane_mode_on|break_app_storage_permission|data_mode_off|user_abroad_roaming_disabled_on[PERSONA:Hard],candidate,,-13.0,repair_subset,Hard,4,permission|data_mode|roaming_disabled_on,neutral_other,
[mms_issue]airplane_mode_on|break_app_both_permissions|data_mode_off|user_abroad_roaming_disabled_on[PERSONA:None],candidate,,0.0,repair_subset,None,4,permission|data_mode|roaming_disabled_on,neutral_other,
[mms_issue]airplane_mode_on|bad_network_preference|data_mode_off|user_abroad_roaming_disabled_off[PERSONA:Easy],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,Easy,4,network_preference|data_mode|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]airplane_mode_on|bad_wifi_calling|data_mode_off|user_abroad_roaming_disabled_off[PERSONA:Hard],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,Hard,4,wifi_calling|data_mode|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]airplane_mode_on|break_apn_mms_setting|data_mode_off|user_abroad_roaming_disabled_off[PERSONA:None],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,None,4,apn|data_mode|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]airplane_mode_on|break_app_sms_permission|data_mode_off|user_abroad_roaming_disabled_off[PERSONA:Easy],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,Easy,4,permission|data_mode|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]airplane_mode_on|break_app_storage_permission|data_mode_off|user_abroad_roaming_disabled_off[PERSONA:Hard],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,Hard,4,permission|data_mode|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]airplane_mode_on|break_app_both_permissions|data_mode_off|user_abroad_roaming_disabled_off[PERSONA:None],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,None,4,permission|data_mode|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|data_mode_off[PERSONA:Easy],candidate,,-44.0,repair_all,Easy,4,wifi_calling|network_preference|data_mode,neutral_other,
[mms_issue]airplane_mode_on|bad_network_preference|break_apn_mms_setting|data_mode_off[PERSONA:Hard],candidate,,-29.0,repair_all,Hard,4,apn|network_preference|data_mode,neutral_other,
[mms_issue]airplane_mode_on|bad_network_preference|break_app_sms_permission|data_mode_off[PERSONA:None],candidate,,-38.0,repair_all,None,4,permission|network_preference|data_mode,neutral_other,
[mms_issue]airplane_mode_on|bad_network_preference|break_app_storage_permission|data_mode_off[PERSONA:Easy],candidate,,210.0,repair_all,Easy,4,permission|network_preference|data_mode,neutral_other,delete
[mms_issue]airplane_mode_on|bad_network_preference|break_app_both_permissions|data_mode_off[PERSONA:Hard],candidate,,-21.0,repair_all,Hard,4,permission|network_preference|data_mode,neutral_other,
[mms_issue]airplane_mode_on|bad_wifi_calling|break_apn_mms_setting|data_mode_off[PERSONA:None],candidate,,-44.0,repair_all,None,4,apn|wifi_calling|data_mode,neutral_other,
[mms_issue]airplane_mode_on|bad_wifi_calling|break_app_sms_permission|data_mode_off[PERSONA:Easy],candidate,,-50.0,repair_all,Easy,4,permission|wifi_calling|data_mode,neutral_other,
[mms_issue]airplane_mode_on|bad_wifi_calling|break_app_storage_permission|data_mode_off[PERSONA:Hard],candidate,,-49.0,repair_all,Hard,4,permission|wifi_calling|data_mode,neutral_other,
[mms_issue]airplane_mode_on|bad_wifi_calling|break_app_both_permissions|data_mode_off[PERSONA:None],candidate,,-36.0,repair_all,None,4,permission|wifi_calling|data_mode,neutral_other,
[mms_issue]airplane_mode_on|break_apn_mms_setting|break_app_sms_permission|data_mode_off[PERSONA:Easy],candidate,,-38.0,repair_all,Easy,4,apn|permission|data_mode,neutral_other,
[mms_issue]airplane_mode_on|break_apn_mms_setting|break_app_storage_permission|data_mode_off[PERSONA:Hard],candidate,,-37.0,repair_all,Hard,4,apn|permission|data_mode,neutral_other,
[mms_issue]airplane_mode_on|break_apn_mms_setting|break_app_both_permissions|data_mode_off[PERSONA:None],candidate,,-24.0,repair_all,None,4,apn|permission|data_mode,neutral_other,
[mms_issue]airplane_mode_on|bad_network_preference|data_usage_exceeded|user_abroad_roaming_enabled_off[PERSONA:Easy],candidate,,-4.0,repair_subset,Easy,4,network_preference|data_usage_exceeded|roaming_enabled_off,neutral_other,
[mms_issue]airplane_mode_on|bad_wifi_calling|data_usage_exceeded|user_abroad_roaming_enabled_off[PERSONA:Hard],candidate,,-13.0,repair_subset,Hard,4,wifi_calling|data_usage_exceeded|roaming_enabled_off,neutral_other,
[mms_issue]airplane_mode_on|break_apn_mms_setting|data_usage_exceeded|user_abroad_roaming_enabled_off[PERSONA:None],candidate,,-64.0,repair_subset,None,4,apn|data_usage_exceeded|roaming_enabled_off,target_favoring,
[mms_issue]airplane_mode_on|break_app_sms_permission|data_usage_exceeded|user_abroad_roaming_enabled_off[PERSONA:Easy],candidate,,-10.0,repair_subset,Easy,4,permission|data_usage_exceeded|roaming_enabled_off,neutral_other,
[mms_issue]airplane_mode_on|break_app_storage_permission|data_usage_exceeded|user_abroad_roaming_enabled_off[PERSONA:Hard],candidate,,-9.0,repair_subset,Hard,4,permission|data_usage_exceeded|roaming_enabled_off,neutral_other,
[mms_issue]airplane_mode_on|break_app_both_permissions|data_usage_exceeded|user_abroad_roaming_enabled_off[PERSONA:None],candidate,,4.0,repair_subset,None,4,permission|data_usage_exceeded|roaming_enabled_off,neutral_other,
[mms_issue]airplane_mode_on|bad_network_preference|data_usage_exceeded|user_abroad_roaming_disabled_on[PERSONA:Easy],candidate,,-4.0,repair_subset,Easy,4,network_preference|data_usage_exceeded|roaming_disabled_on,neutral_other,
[mms_issue]airplane_mode_on|bad_wifi_calling|data_usage_exceeded|user_abroad_roaming_disabled_on[PERSONA:Hard],candidate,,-13.0,repair_subset,Hard,4,wifi_calling|data_usage_exceeded|roaming_disabled_on,neutral_other,
[mms_issue]airplane_mode_on|break_apn_mms_setting|data_usage_exceeded|user_abroad_roaming_disabled_on[PERSONA:None],candidate,,-64.0,repair_subset,None,4,apn|data_usage_exceeded|roaming_disabled_on,target_favoring,
[mms_issue]airplane_mode_on|break_app_sms_permission|data_usage_exceeded|user_abroad_roaming_disabled_on[PERSONA:Easy],candidate,,-10.0,repair_subset,Easy,4,permission|data_usage_exceeded|roaming_disabled_on,neutral_other,
[mms_issue]airplane_mode_on|break_app_storage_permission|data_usage_exceeded|user_abroad_roaming_disabled_on[PERSONA:Hard],candidate,,-9.0,repair_subset,Hard,4,permission|data_usage_exceeded|roaming_disabled_on,neutral_other,
[mms_issue]airplane_mode_on|break_app_both_permissions|data_usage_exceeded|user_abroad_roaming_disabled_on[PERSONA:None],candidate,,4.0,repair_subset,None,4,permission|data_usage_exceeded|roaming_disabled_on,neutral_other,
[mms_issue]airplane_mode_on|bad_network_preference|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:Easy],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,Easy,4,network_preference|data_usage_exceeded|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]airplane_mode_on|bad_wifi_calling|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:Hard],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,Hard,4,wifi_calling|data_usage_exceeded|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]airplane_mode_on|break_apn_mms_setting|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:None],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,None,4,apn|data_usage_exceeded|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]airplane_mode_on|break_app_sms_permission|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:Easy],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,Easy,4,permission|data_usage_exceeded|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]airplane_mode_on|break_app_storage_permission|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:Hard],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,Hard,4,permission|data_usage_exceeded|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]airplane_mode_on|break_app_both_permissions|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:None],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,None,4,permission|data_usage_exceeded|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|data_usage_exceeded[PERSONA:Easy],candidate,,-16.0,repair_subset,Easy,4,wifi_calling|network_preference|data_usage_exceeded,neutral_other,
[mms_issue]airplane_mode_on|bad_network_preference|break_apn_mms_setting|data_usage_exceeded[PERSONA:Hard],candidate,,-1.0,repair_subset,Hard,4,apn|network_preference|data_usage_exceeded,neutral_other,
[mms_issue]airplane_mode_on|bad_network_preference|break_app_sms_permission|data_usage_exceeded[PERSONA:None],candidate,,240.0,repair_subset,None,4,permission|network_preference|data_usage_exceeded,neutral_other,delete
[mms_issue]airplane_mode_on|bad_network_preference|break_app_storage_permission|data_usage_exceeded[PERSONA:Easy],candidate,,-12.0,repair_subset,Easy,4,permission|network_preference|data_usage_exceeded,neutral_other,
[mms_issue]airplane_mode_on|bad_network_preference|break_app_both_permissions|data_usage_exceeded[PERSONA:Hard],candidate,,257.0,repair_subset,Hard,4,permission|network_preference|data_usage_exceeded,neutral_other,delete
[mms_issue]airplane_mode_on|bad_wifi_calling|break_apn_mms_setting|data_usage_exceeded[PERSONA:None],candidate,,-16.0,repair_subset,None,4,apn|wifi_calling|data_usage_exceeded,neutral_other,
[mms_issue]airplane_mode_on|bad_wifi_calling|break_app_sms_permission|data_usage_exceeded[PERSONA:Easy],candidate,,-22.0,repair_subset,Easy,4,permission|wifi_calling|data_usage_exceeded,neutral_other,
[mms_issue]airplane_mode_on|bad_wifi_calling|break_app_storage_permission|data_usage_exceeded[PERSONA:Hard],candidate,,-21.0,repair_subset,Hard,4,permission|wifi_calling|data_usage_exceeded,neutral_other,
[mms_issue]airplane_mode_on|bad_wifi_calling|break_app_both_permissions|data_usage_exceeded[PERSONA:None],candidate,,-8.0,repair_subset,None,4,permission|wifi_calling|data_usage_exceeded,neutral_other,
[mms_issue]airplane_mode_on|break_apn_mms_setting|break_app_sms_permission|data_usage_exceeded[PERSONA:Easy],candidate,,-10.0,repair_subset,Easy,4,apn|permission|data_usage_exceeded,neutral_other,
[mms_issue]airplane_mode_on|break_apn_mms_setting|break_app_storage_permission|data_usage_exceeded[PERSONA:Hard],candidate,,-9.0,repair_subset,Hard,4,apn|permission|data_usage_exceeded,neutral_other,
[mms_issue]airplane_mode_on|break_apn_mms_setting|break_app_both_permissions|data_usage_exceeded[PERSONA:None],candidate,,4.0,repair_subset,None,4,apn|permission|data_usage_exceeded,neutral_other,
[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|user_abroad_roaming_enabled_off[PERSONA:Easy],candidate,,-44.0,repair_all,Easy,4,wifi_calling|network_preference|roaming_enabled_off,neutral_other,
[mms_issue]airplane_mode_on|bad_network_preference|break_apn_mms_setting|user_abroad_roaming_enabled_off[PERSONA:Hard],candidate,,-89.0,repair_all,Hard,4,apn|network_preference|roaming_enabled_off,target_favoring,
[mms_issue]airplane_mode_on|bad_network_preference|break_app_sms_permission|user_abroad_roaming_enabled_off[PERSONA:None],candidate,,-38.0,repair_all,None,4,permission|network_preference|roaming_enabled_off,neutral_other,
[mms_issue]airplane_mode_on|bad_network_preference|break_app_storage_permission|user_abroad_roaming_enabled_off[PERSONA:Easy],candidate,,-40.0,repair_all,Easy,4,permission|network_preference|roaming_enabled_off,neutral_other,
[mms_issue]airplane_mode_on|bad_network_preference|break_app_both_permissions|user_abroad_roaming_enabled_off[PERSONA:Hard],candidate,,-21.0,repair_all,Hard,4,permission|network_preference|roaming_enabled_off,neutral_other,
[mms_issue]airplane_mode_on|bad_wifi_calling|break_apn_mms_setting|user_abroad_roaming_enabled_off[PERSONA:None],candidate,,-104.0,repair_all,None,4,apn|wifi_calling|roaming_enabled_off,target_favoring,
[mms_issue]airplane_mode_on|bad_wifi_calling|break_app_sms_permission|user_abroad_roaming_enabled_off[PERSONA:Easy],candidate,,-50.0,repair_all,Easy,4,permission|wifi_calling|roaming_enabled_off,neutral_other,
[mms_issue]airplane_mode_on|bad_wifi_calling|break_app_storage_permission|user_abroad_roaming_enabled_off[PERSONA:Hard],candidate,,-49.0,repair_all,Hard,4,permission|wifi_calling|roaming_enabled_off,neutral_other,
[mms_issue]airplane_mode_on|bad_wifi_calling|break_app_both_permissions|user_abroad_roaming_enabled_off[PERSONA:None],candidate,,-36.0,repair_all,None,4,permission|wifi_calling|roaming_enabled_off,neutral_other,
[mms_issue]airplane_mode_on|break_apn_mms_setting|break_app_sms_permission|user_abroad_roaming_enabled_off[PERSONA:Easy],candidate,,-98.0,repair_all,Easy,4,apn|permission|roaming_enabled_off,target_favoring,
[mms_issue]airplane_mode_on|break_apn_mms_setting|break_app_storage_permission|user_abroad_roaming_enabled_off[PERSONA:Hard],candidate,,-97.0,repair_all,Hard,4,apn|permission|roaming_enabled_off,target_favoring,
[mms_issue]airplane_mode_on|break_apn_mms_setting|break_app_both_permissions|user_abroad_roaming_enabled_off[PERSONA:None],candidate,,-84.0,repair_all,None,4,apn|permission|roaming_enabled_off,target_favoring,
[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|user_abroad_roaming_disabled_on[PERSONA:Easy],candidate,,-20.0,repair_subset,Easy,4,wifi_calling|network_preference|roaming_disabled_on,neutral_other,
[mms_issue]airplane_mode_on|bad_network_preference|break_apn_mms_setting|user_abroad_roaming_disabled_on[PERSONA:Hard],candidate,,-65.0,repair_subset,Hard,4,apn|network_preference|roaming_disabled_on,target_favoring,
[mms_issue]airplane_mode_on|bad_network_preference|break_app_sms_permission|user_abroad_roaming_disabled_on[PERSONA:None],candidate,,-14.0,repair_subset,None,4,permission|network_preference|roaming_disabled_on,neutral_other,
[mms_issue]airplane_mode_on|bad_network_preference|break_app_storage_permission|user_abroad_roaming_disabled_on[PERSONA:Easy],candidate,,-16.0,repair_subset,Easy,4,permission|network_preference|roaming_disabled_on,neutral_other,
[mms_issue]airplane_mode_on|bad_network_preference|break_app_both_permissions|user_abroad_roaming_disabled_on[PERSONA:Hard],candidate,,253.0,repair_subset,Hard,4,permission|network_preference|roaming_disabled_on,neutral_other,delete
[mms_issue]airplane_mode_on|bad_wifi_calling|break_apn_mms_setting|user_abroad_roaming_disabled_on[PERSONA:None],candidate,,-80.0,repair_subset,None,4,apn|wifi_calling|roaming_disabled_on,target_favoring,
[mms_issue]airplane_mode_on|bad_wifi_calling|break_app_sms_permission|user_abroad_roaming_disabled_on[PERSONA:Easy],candidate,,-26.0,repair_subset,Easy,4,permission|wifi_calling|roaming_disabled_on,neutral_other,
[mms_issue]airplane_mode_on|bad_wifi_calling|break_app_storage_permission|user_abroad_roaming_disabled_on[PERSONA:Hard],candidate,,-25.0,repair_subset,Hard,4,permission|wifi_calling|roaming_disabled_on,neutral_other,
[mms_issue]airplane_mode_on|bad_wifi_calling|break_app_both_permissions|user_abroad_roaming_disabled_on[PERSONA:None],candidate,,-12.0,repair_subset,None,4,permission|wifi_calling|roaming_disabled_on,neutral_other,
[mms_issue]airplane_mode_on|break_apn_mms_setting|break_app_sms_permission|user_abroad_roaming_disabled_on[PERSONA:Easy],candidate,,-74.0,repair_subset,Easy,4,apn|permission|roaming_disabled_on,target_favoring,
