method,episode_index,episode_1based,repeat_index,dataset_index,schedule_phase,task_bucket,is_specialist_task,oracle_action,final_action,raw_terminal_penalty,raw_reasoning_cost_component,raw_path_cost_component,raw_total_cost,exact_match,policy_clean,subset_clean,strict_clean_success,assistant_required,assistant_side_mutating_tool_calls_made,mutating_tool_calls_made,tool_calls_made,assistant_success_proxy,actual_modes,required_modes,root_child_id,root_selection_mode,root_conditional_prob,freeze_active,original_task_id,match_count,fast_on_deep_count,deep_on_fast_count,actual_fast_count,actual_deep_count,required_fast_count,required_deep_count,mismatch_bucket,majority_pair
risky_ps_linear,9,10,0,46,target_post_switch,target_favoring,True,repair_subset,transfer,20.5,3.880225,0.0791,24.459325,False,False,False,False,True,0,1,18,False,fast/deep/deep/fast/deep,fast/deep/deep/deep/deep,stage1_n5__from__root__c05,frozen_root_post_switch,0.21849706743866645,True,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None],4,1,0,2,3,1,4,fast_on_deep_required,mostly_deep_vs_mostly_deep_required
risky_ps_linear,10,11,1,16,target_post_switch,target_favoring,True,repair_subset,repair_subset,13.0,3.793085,0.06520000000000001,16.858285000000002,False,False,False,False,True,0,1,17,False,fast/fast/fast/fast/deep,fast/deep/deep/deep/deep,stage1_n5__from__root__c05,frozen_root_post_switch,0.21849706743866645,True,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|user_abroad_roaming_disabled_on[PERSONA:None],2,3,0,4,1,1,4,fast_on_deep_required,mostly_fast_vs_mostly_deep_required
risky_ps_linear,11,12,1,65,target_post_switch,target_favoring,True,repair_all,transfer,18.5,4.531425,0.0716,23.103025,False,True,False,False,False,0,0,22,,fast/fast/deep/deep/deep,fast/deep/deep/deep/deep,stage1_n5__from__root__c05,frozen_root_post_switch,0.21849706743866645,True,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None],4,1,0,2,3,1,4,fast_on_deep_required,mostly_deep_vs_mostly_deep_required
risky_ps_linear,12,13,1,11,target_post_switch,target_favoring,True,repair_subset,transfer,18.5,4.950485,0.0752,23.525685,False,False,False,False,True,0,0,24,False,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,stage1_n4__from__root__c04,frozen_root_post_switch,0.19293049251089017,True,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Easy],5,0,0,1,4,1,4,all_stage_modes_match,mostly_deep_vs_mostly_deep_required
risky_ps_linear,13,14,1,17,target_post_switch,target_favoring,True,repair_subset,repair_subset,5.0,5.08217,0.0641,10.14627,False,False,False,False,True,0,8,30,False,fast/fast/fast/fast/deep,fast/deep/deep/deep/deep,stage1_n1__from__root__c01,frozen_root_post_switch,0.2581366774788512,True,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Easy],2,3,0,4,1,1,4,fast_on_deep_required,mostly_fast_vs_mostly_deep_required
risky_ps_linear,14,15,1,67,target_post_switch,target_favoring,False,transfer,transfer,1.0,4.39741,0.0641,5.46151,False,True,False,False,True,0,0,23,False,fast/deep/fast/deep/deep,fast/deep/deep/deep/deep,stage1_n4__from__root__c04,frozen_root_post_switch,0.19293049251089017,True,[mms_issue]airplane_mode_on|break_apn_mms_setting|break_app_both_permissions|user_abroad_roaming_disabled_off[PERSONA:None],4,1,0,2,3,1,4,fast_on_deep_required,mostly_deep_vs_mostly_deep_required
risky_ps_linear,15,16,1,35,target_post_switch,target_favoring,True,repair_subset,repair_subset,3.0,4.687165,0.0722,7.759365000000001,False,False,False,False,True,0,9,32,False,fast/fast/deep/deep/deep,fast/deep/deep/deep/deep,stage1_n5__from__root__c05,frozen_root_post_switch,0.21849706743866645,True,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard],4,1,0,2,3,1,4,fast_on_deep_required,mostly_deep_vs_mostly_deep_required
risky_ps_linear,16,17,1,51,target_post_switch,target_favoring,True,repair_subset,repair_subset,2.0,4.58082,0.0752,6.65602,True,False,True,False,True,0,10,34,False,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,stage1_n1__from__root__c01,frozen_root_post_switch,0.2581366774788512,True,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard],5,0,0,1,4,1,4,all_stage_modes_match,mostly_deep_vs_mostly_deep_required
risky_ps_linear,17,18,1,45,target_post_switch,target_favoring,True,repair_all,repair_all,0.0,4.83086,0.07750000000000001,4.90836,True,True,True,True,False,0,10,35,,deep/deep/deep/deep/deep,fast/deep/deep/deep/deep,stage1_n3__from__root__c03,frozen_root_post_switch,0.127180784801162,True,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard],4,0,1,0,5,1,4,deep_on_fast_required,mostly_deep_vs_mostly_deep_required
risky_ps_linear,18,19,1,40,target_post_switch,target_favoring,True,repair_subset,repair_all,6.0,5.32576,0.07590000000000001,11.40166,False,True,False,False,True,2,10,34,True,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,stage1_n4__from__root__c04,frozen_root_post_switch,0.19293049251089017,True,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:None],5,0,0,1,4,1,4,all_stage_modes_match,mostly_deep_vs_mostly_deep_required
risky_ps_linear,19,20,1,46,target_post_switch,target_favoring,True,repair_subset,repair_subset,17.0,4.86489,0.0732,21.93809,False,False,False,False,True,0,9,32,False,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,stage1_n5__from__root__c05,frozen_root_post_switch,0.21849706743866645,True,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None],5,0,0,1,4,1,4,all_stage_modes_match,mostly_deep_vs_mostly_deep_required
