method,episode_1based,phase,expected_terminal_action,terminal_cost,reasoning_cost,total_cost,clear_execution_success,assistant_execution_status,actual_modes,required_modes,majority_pair,mismatch_bucket,final_action
epsilon_exp3,20,pre_switch,repair_all,1.5,4.110665,5.675365,False,not_required,deep/fast/fast/deep/deep,fast/fast/fast/fast/fast,mostly_deep_path__mostly_fast_task,deep_on_fast_required,repair_all
epsilon_exp3,21,pre_switch,repair_all,1.5,4.663355,6.236455,False,not_required,fast/fast/fast/deep/deep,fast/fast/fast/fast/fast,mostly_fast_path__mostly_fast_task,deep_on_fast_required,repair_all
epsilon_exp3,22,pre_switch,repair_all,0.0,4.38715,4.45755,True,not_required,fast/deep/deep/deep/deep,fast/fast/fast/fast/fast,mostly_deep_path__mostly_fast_task,deep_on_fast_required,repair_all
epsilon_exp3,23,pre_switch,repair_all,0.0,5.27114,5.34764,True,not_required,deep/deep/deep/deep/deep,fast/fast/fast/fast/fast,mostly_deep_path__mostly_fast_task,deep_on_fast_required,repair_all
epsilon_exp3,24,pre_switch,repair_subset,5.0,4.944665,10.019565,False,assistant_tool_called_but_not_clean,fast/deep/deep/deep/deep,fast/fast/fast/fast/fast,mostly_deep_path__mostly_fast_task,deep_on_fast_required,repair_all
epsilon_exp3,25,pre_switch,repair_all,1.5,5.53371,7.10721,False,not_required,fast/deep/deep/deep/deep,fast/fast/fast/fast/fast,mostly_deep_path__mostly_fast_task,deep_on_fast_required,repair_all
epsilon_exp3,26,post_switch,repair_subset,3.0,5.60301,8.67651,False,assistant_required_but_no_tool_or_not_clean,deep/fast/fast/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,both_mismatch_types,repair_subset
epsilon_exp3,27,post_switch,repair_subset,5.0,5.32847,10.39047,False,assistant_required_but_no_tool_or_not_clean,fast/fast/deep/fast/fast,fast/deep/deep/deep/deep,mostly_fast_path__mostly_deep_task,fast_on_deep_required,repair_subset
epsilon_exp3,28,post_switch,repair_all,5.0,5.533315,10.606214999999999,False,not_required,fast/deep/deep/fast/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,fast_on_deep_required,repair_subset
epsilon_exp3,29,post_switch,repair_subset,18.5,5.51802,24.09522,False,assistant_required_but_no_tool_or_not_clean,deep/deep/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,deep_on_fast_required,transfer
epsilon_exp3,30,post_switch,repair_subset,15.0,6.16485,21.23445,False,assistant_required_but_no_tool_or_not_clean,deep/fast/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,both_mismatch_types,repair_subset
epsilon_exp3,31,post_switch,repair_subset,13.0,3.792405,16.856105,False,assistant_required_but_no_tool_or_not_clean,fast/fast/fast/fast/deep,fast/deep/deep/deep/deep,mostly_fast_path__mostly_deep_task,fast_on_deep_required,repair_subset
epsilon_exp3,32,post_switch,repair_all,18.5,6.060995,24.638195000000003,False,not_required,deep/deep/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,deep_on_fast_required,transfer
epsilon_exp3,33,post_switch,repair_subset,2.0,5.27544,7.35294,False,assistant_required_but_no_tool_or_not_clean,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,all_stage_modes_match,repair_subset
epsilon_exp3,34,post_switch,repair_subset,14.0,5.25655,19.32885,False,assistant_required_but_no_tool_or_not_clean,fast/deep/deep/deep/fast,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,fast_on_deep_required,repair_subset
epsilon_exp3,35,post_switch,transfer,1.0,4.690395,5.760795,False,assistant_required_but_no_tool_or_not_clean,deep/fast/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,both_mismatch_types,transfer
epsilon_exp3,36,post_switch,repair_subset,2.0,5.30852,7.38222,False,assistant_required_but_no_tool_or_not_clean,fast/deep/deep/deep/fast,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,fast_on_deep_required,repair_subset
epsilon_exp3,37,post_switch,repair_subset,13.0,5.949635,19.025635,False,assistant_required_but_no_tool_or_not_clean,deep/deep/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,deep_on_fast_required,repair_subset
epsilon_exp3,38,post_switch,repair_all,11.0,5.58552,16.66072,False,not_required,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,all_stage_modes_match,repair_subset
epsilon_exp3,39,post_switch,repair_subset,19.5,5.44453,25.01163,False,assistant_tool_called_but_not_clean,deep/fast/deep/deep/fast,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,both_mismatch_types,transfer
epsilon_exp3,40,post_switch,repair_subset,15.0,4.136335,19.202435,False,assistant_required_but_no_tool_or_not_clean,fast/fast/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,fast_on_deep_required,repair_subset
epsilon_exp3,41,post_switch,repair_subset,17.5,4.36287,21.92567,False,assistant_required_but_no_tool_or_not_clean,fast/fast/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,fast_on_deep_required,transfer
epsilon_exp3,42,post_switch,repair_all,0.0,4.1769,4.2559,True,not_required,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,all_stage_modes_match,repair_all
epsilon_exp3,43,post_switch,repair_subset,21.0,4.26632,25.34532,False,assistant_tool_called_but_not_clean,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,all_stage_modes_match,repair_subset
epsilon_exp3,44,post_switch,repair_subset,13.0,5.230555,18.301555,False,assistant_required_but_no_tool_or_not_clean,fast/fast/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,fast_on_deep_required,repair_subset
epsilon_exp3,45,post_switch,transfer,1.0,4.69864,5.77234,False,assistant_required_but_no_tool_or_not_clean,deep/fast/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,both_mismatch_types,transfer
epsilon_exp3,46,post_switch,repair_subset,3.0,5.603435,8.671135,False,assistant_required_but_no_tool_or_not_clean,deep/fast/fast/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,both_mismatch_types,repair_subset
epsilon_exp3,47,post_switch,repair_subset,20.5,5.00106,25.57686,False,assistant_required_but_no_tool_or_not_clean,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,all_stage_modes_match,transfer
epsilon_exp3,48,post_switch,repair_all,18.5,5.552455,24.131455000000003,False,not_required,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,all_stage_modes_match,transfer
epsilon_exp3,49,post_switch,repair_subset,19.5,5.149015,24.721915000000003,False,assistant_required_but_no_tool_or_not_clean,deep/fast/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,both_mismatch_types,transfer
epsilon_exp3,50,post_switch,repair_subset,20.5,4.89889,25.472990000000003,False,assistant_required_but_no_tool_or_not_clean,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,all_stage_modes_match,transfer
epsilon_exp3,51,post_switch,repair_subset,3.0,4.410555,7.481055,False,assistant_required_but_no_tool_or_not_clean,fast/fast/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,fast_on_deep_required,repair_subset
epsilon_exp3,52,post_switch,repair_all,17.0,4.207855,21.273455,False,not_required,fast/deep/deep/fast/fast,fast/deep/deep/deep/deep,mostly_fast_path__mostly_deep_task,fast_on_deep_required,repair_subset
epsilon_exp3,53,post_switch,repair_subset,19.5,4.991815,24.570214999999997,False,assistant_required_but_no_tool_or_not_clean,deep/fast/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,both_mismatch_types,transfer
epsilon_exp3,54,post_switch,repair_subset,17.0,3.61401,20.68691,False,assistant_required_but_no_tool_or_not_clean,fast/fast/deep/fast/deep,fast/deep/deep/deep/deep,mostly_fast_path__mostly_deep_task,fast_on_deep_required,repair_subset
epsilon_exp3,55,post_switch,transfer,3.0,5.635735,8.699735,False,assistant_tool_called_but_not_clean,deep/fast/fast/fast/deep,fast/deep/deep/deep/deep,mostly_fast_path__mostly_deep_task,both_mismatch_types,transfer
epsilon_exp3,56,post_switch,repair_subset,13.0,5.292935,18.368735,False,assistant_tool_called_but_not_clean,deep/fast/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,both_mismatch_types,repair_subset
epsilon_exp3,57,post_switch,repair_subset,2.0,4.42476,6.49996,False,assistant_required_but_no_tool_or_not_clean,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,all_stage_modes_match,repair_subset
epsilon_exp3,58,post_switch,repair_all,11.0,5.308865,16.377165,False,not_required,fast/fast/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,fast_on_deep_required,repair_subset
epsilon_exp3,59,post_switch,repair_subset,19.5,4.540085,24.106185,False,assistant_required_but_no_tool_or_not_clean,fast/fast/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,fast_on_deep_required,transfer
epsilon_exp3,60,post_switch,repair_subset,5.0,5.912755,10.981655,False,assistant_required_but_no_tool_or_not_clean,deep/fast/deep/fast/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,both_mismatch_types,repair_subset
epsilon_exp3,61,post_switch,repair_subset,17.5,4.36423,21.93923,False,assistant_required_but_no_tool_or_not_clean,fast/fast/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,fast_on_deep_required,transfer
epsilon_exp3,62,post_switch,repair_all,0.0,5.643135,5.720335,True,not_required,deep/deep/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,deep_on_fast_required,repair_all
epsilon_exp3,63,post_switch,repair_subset,19.5,6.675555,26.243955,False,assistant_required_but_no_tool_or_not_clean,fast/fast/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,fast_on_deep_required,transfer
epsilon_exp3,64,post_switch,repair_subset,13.0,5.724855,18.795254999999997,False,assistant_required_but_no_tool_or_not_clean,deep/fast/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,both_mismatch_types,repair_subset
epsilon_exp3,65,post_switch,transfer,1.0,4.35625,5.43205,False,assistant_required_but_no_tool_or_not_clean,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,all_stage_modes_match,transfer
epsilon_exp3,66,post_switch,repair_subset,3.0,4.65308,7.72768,False,assistant_required_but_no_tool_or_not_clean,fast/fast/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,fast_on_deep_required,repair_subset
epsilon_exp3,67,post_switch,repair_subset,21.5,5.86065,27.43435,False,assistant_required_but_no_tool_or_not_clean,deep/fast/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,both_mismatch_types,transfer
epsilon_exp3,68,post_switch,repair_all,11.0,5.972145,17.037445,False,not_required,deep/fast/deep/deep/fast,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,both_mismatch_types,repair_subset
epsilon_exp3,69,post_switch,repair_subset,19.5,4.592805,24.168605,False,assistant_required_but_no_tool_or_not_clean,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,all_stage_modes_match,transfer
epsilon_exp3,70,post_switch,repair_subset,20.5,5.70707,26.286969999999997,False,assistant_required_but_no_tool_or_not_clean,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,all_stage_modes_match,transfer
epsilon_exp3,71,post_switch,repair_subset,7.0,5.030305,12.089705,False,assistant_required_but_no_tool_or_not_clean,fast/fast/deep/fast/deep,fast/deep/deep/deep/deep,mostly_fast_path__mostly_deep_task,fast_on_deep_required,repair_subset
epsilon_exp3,72,post_switch,repair_all,0.0,4.710105,4.789105,True,not_required,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,all_stage_modes_match,repair_all
epsilon_exp3,73,post_switch,repair_subset,19.5,4.681195,24.254694999999998,False,assistant_required_but_no_tool_or_not_clean,fast/fast/fast/deep/deep,fast/deep/deep/deep/deep,mostly_fast_path__mostly_deep_task,fast_on_deep_required,transfer
epsilon_exp3,74,post_switch,repair_subset,20.5,4.94564,25.521440000000002,False,assistant_required_but_no_tool_or_not_clean,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,all_stage_modes_match,transfer
epsilon_exp3,75,post_switch,transfer,1.0,4.397195,5.472695,False,assistant_required_but_no_tool_or_not_clean,fast/deep/fast/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,fast_on_deep_required,transfer
epsilon_exp3,76,post_switch,repair_subset,2.0,5.07569,7.15469,False,assistant_required_but_no_tool_or_not_clean,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,all_stage_modes_match,repair_subset
epsilon_exp3,77,post_switch,repair_subset,13.0,5.314975,18.381075,False,assistant_required_but_no_tool_or_not_clean,fast/fast/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,fast_on_deep_required,repair_subset
epsilon_exp3,78,post_switch,repair_all,11.0,5.334365,16.406365,False,not_required,fast/fast/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,fast_on_deep_required,repair_subset
epsilon_exp3,79,post_switch,repair_subset,19.5,5.159215,24.726115,False,assistant_required_but_no_tool_or_not_clean,deep/fast/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,both_mismatch_types,transfer
epsilon_exp3,80,post_switch,repair_subset,15.0,4.837755,19.912155,False,assistant_required_but_no_tool_or_not_clean,fast/fast/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,fast_on_deep_required,repair_subset
epsilon_exp3,81,post_switch,repair_subset,9.0,5.19325,14.262550000000001,False,assistant_required_but_no_tool_or_not_clean,fast/fast/deep/fast/deep,fast/deep/deep/deep/deep,mostly_fast_path__mostly_deep_task,fast_on_deep_required,repair_subset
epsilon_exp3,82,post_switch,repair_all,0.0,4.122745,4.196945,True,not_required,fast/fast/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,fast_on_deep_required,repair_all
epsilon_exp3,83,post_switch,repair_subset,18.5,5.277775,23.851675,False,assistant_required_but_no_tool_or_not_clean,fast/deep/fast/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,fast_on_deep_required,transfer
epsilon_exp3,84,post_switch,repair_subset,20.5,4.94292,25.52042,False,assistant_required_but_no_tool_or_not_clean,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,all_stage_modes_match,transfer
epsilon_exp3,85,post_switch,transfer,1.0,4.40589,5.48489,False,assistant_required_but_no_tool_or_not_clean,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,all_stage_modes_match,transfer
epsilon_exp3,86,post_switch,repair_subset,2.0,5.024605,7.099805,False,assistant_required_but_no_tool_or_not_clean,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,all_stage_modes_match,repair_subset
epsilon_exp3,87,post_switch,repair_subset,13.0,5.195635,18.261735,False,assistant_required_but_no_tool_or_not_clean,fast/fast/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,fast_on_deep_required,repair_subset
epsilon_exp3,88,post_switch,repair_all,11.0,5.796565,16.870665,False,not_required,deep/fast/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,both_mismatch_types,repair_subset
epsilon_exp3,89,post_switch,repair_subset,18.5,4.90674,23.47184,False,assistant_required_but_no_tool_or_not_clean,fast/deep/fast/fast/fast,fast/deep/deep/deep/deep,mostly_fast_path__mostly_deep_task,fast_on_deep_required,transfer
epsilon_exp3,90,post_switch,repair_subset,15.0,5.41294,20.48704,False,assistant_required_but_no_tool_or_not_clean,deep/fast/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,both_mismatch_types,repair_subset
epsilon_exp3,91,post_switch,repair_subset,2.0,4.842705,6.917904999999999,False,assistant_required_but_no_tool_or_not_clean,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,all_stage_modes_match,repair_subset
epsilon_exp3,92,post_switch,repair_all,18.5,5.797315,24.368715,False,not_required,deep/fast/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,both_mismatch_types,transfer
epsilon_exp3,93,post_switch,repair_subset,18.5,5.5722,24.1494,False,assistant_required_but_no_tool_or_not_clean,deep/deep/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,deep_on_fast_required,transfer
epsilon_exp3,94,post_switch,repair_subset,2.0,5.12,7.1972000000000005,False,assistant_required_but_no_tool_or_not_clean,deep/deep/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,deep_on_fast_required,repair_subset
epsilon_exp3,95,post_switch,transfer,1.0,4.759355,5.835355,False,assistant_required_but_no_tool_or_not_clean,deep/deep/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,deep_on_fast_required,transfer
epsilon_exp3,96,post_switch,repair_subset,19.5,4.595195,24.161295,False,assistant_required_but_no_tool_or_not_clean,fast/fast/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,fast_on_deep_required,transfer
epsilon_exp3,97,post_switch,repair_subset,14.0,5.11332,19.189320000000002,False,assistant_required_but_no_tool_or_not_clean,deep/deep/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,deep_on_fast_required,repair_subset
epsilon_exp3,98,post_switch,repair_all,0.0,5.68988,5.755179999999999,True,not_required,deep/fast/fast/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,both_mismatch_types,repair_all
epsilon_exp3,99,post_switch,repair_subset,2.0,5.0133,7.0891,False,assistant_required_but_no_tool_or_not_clean,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,all_stage_modes_match,repair_subset
epsilon_exp3,100,post_switch,repair_subset,2.0,5.010665,7.089665,False,assistant_required_but_no_tool_or_not_clean,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,all_stage_modes_match,repair_subset
risky_ps_linear,1,pre_switch,repair_all,1.5,4.89768,6.46438,False,not_required,fast/fast/deep/deep/deep,fast/fast/fast/fast/fast,mostly_deep_path__mostly_fast_task,deep_on_fast_required,repair_all
risky_ps_linear,2,pre_switch,repair_all,0.0,4.222385,4.287685,True,not_required,deep/fast/deep/deep/fast,fast/fast/fast/fast/fast,mostly_deep_path__mostly_fast_task,deep_on_fast_required,repair_all
risky_ps_linear,3,pre_switch,repair_all,0.0,3.958705,4.033705,True,not_required,fast/fast/deep/deep/deep,fast/fast/fast/fast/fast,mostly_deep_path__mostly_fast_task,deep_on_fast_required,repair_all
risky_ps_linear,4,pre_switch,repair_subset,8.5,4.637075,13.212875,False,assistant_required_but_no_tool_or_not_clean,deep/fast/deep/deep/deep,fast/fast/fast/fast/fast,mostly_deep_path__mostly_fast_task,deep_on_fast_required,repair_subset
risky_ps_linear,5,pre_switch,repair_all,1.5,4.29749,5.861689999999999,False,not_required,deep/fast/fast/deep/deep,fast/fast/fast/fast/fast,mostly_deep_path__mostly_fast_task,deep_on_fast_required,repair_all
risky_ps_linear,6,pre_switch,repair_all,1.5,4.381885,5.957084999999999,False,not_required,fast/deep/deep/deep/deep,fast/fast/fast/fast/fast,mostly_deep_path__mostly_fast_task,deep_on_fast_required,repair_all
risky_ps_linear,7,pre_switch,repair_all,1.5,3.6951,5.2583,False,not_required,deep/fast/deep/fast/fast,fast/fast/fast/fast/fast,mostly_fast_path__mostly_fast_task,deep_on_fast_required,repair_all
risky_ps_linear,8,pre_switch,repair_all,0.0,7.02214,7.0822400000000005,True,not_required,fast/fast/fast/deep/deep,fast/fast/fast/fast/fast,mostly_fast_path__mostly_fast_task,deep_on_fast_required,repair_all
risky_ps_linear,9,pre_switch,repair_all,0.0,4.67098,4.74358,True,not_required,fast/deep/deep/deep/deep,fast/fast/fast/fast/fast,mostly_deep_path__mostly_fast_task,deep_on_fast_required,repair_all
risky_ps_linear,10,pre_switch,repair_all,1.5,4.7856,6.3587,False,not_required,deep/fast/fast/deep/deep,fast/fast/fast/fast/fast,mostly_deep_path__mostly_fast_task,deep_on_fast_required,repair_all
risky_ps_linear,11,pre_switch,repair_all,1.5,5.48871,7.05561,False,not_required,deep/fast/deep/deep/deep,fast/fast/fast/fast/fast,mostly_deep_path__mostly_fast_task,deep_on_fast_required,repair_all
risky_ps_linear,12,pre_switch,repair_all,0.0,4.68523,4.759329999999999,True,not_required,fast/deep/deep/deep/deep,fast/fast/fast/fast/fast,mostly_deep_path__mostly_fast_task,deep_on_fast_required,repair_all
risky_ps_linear,13,pre_switch,repair_all,0.0,5.267,5.343,True,not_required,deep/deep/deep/deep/deep,fast/fast/fast/fast/fast,mostly_deep_path__mostly_fast_task,deep_on_fast_required,repair_all
risky_ps_linear,14,pre_switch,repair_subset,7.5,4.177895,11.746195,False,assistant_tool_called_but_not_clean,fast/deep/fast/fast/deep,fast/fast/fast/fast/fast,mostly_fast_path__mostly_fast_task,deep_on_fast_required,repair_subset
risky_ps_linear,15,pre_switch,repair_all,1.5,3.971495,5.537595,False,not_required,fast/fast/deep/deep/deep,fast/fast/fast/fast/fast,mostly_deep_path__mostly_fast_task,deep_on_fast_required,repair_all
risky_ps_linear,16,pre_switch,repair_all,1.5,4.133485,5.712485,False,not_required,fast/deep/deep/deep/deep,fast/fast/fast/fast/fast,mostly_deep_path__mostly_fast_task,deep_on_fast_required,repair_all
risky_ps_linear,17,pre_switch,repair_all,1.5,4.34674,5.924239999999999,False,not_required,fast/deep/deep/deep/deep,fast/fast/fast/fast/fast,mostly_deep_path__mostly_fast_task,deep_on_fast_required,repair_all
risky_ps_linear,18,pre_switch,repair_all,0.0,9.233445,9.312945,True,not_required,fast/deep/deep/deep/deep,fast/fast/fast/fast/fast,mostly_deep_path__mostly_fast_task,deep_on_fast_required,repair_all
risky_ps_linear,19,pre_switch,repair_all,0.0,12.63557,12.70767,True,not_required,deep/fast/deep/deep/deep,fast/fast/fast/fast/fast,mostly_deep_path__mostly_fast_task,deep_on_fast_required,repair_all
risky_ps_linear,20,pre_switch,repair_all,1.5,5.487915,7.063915,False,not_required,deep/deep/deep/deep/deep,fast/fast/fast/fast/fast,mostly_deep_path__mostly_fast_task,deep_on_fast_required,repair_all
risky_ps_linear,21,pre_switch,repair_all,1.5,4.91056,6.48306,False,not_required,fast/fast/deep/deep/deep,fast/fast/fast/fast/fast,mostly_deep_path__mostly_fast_task,deep_on_fast_required,repair_all
risky_ps_linear,22,pre_switch,repair_all,0.0,4.564515,4.631715,True,not_required,deep/fast/deep/deep/deep,fast/fast/fast/fast/fast,mostly_deep_path__mostly_fast_task,deep_on_fast_required,repair_all
risky_ps_linear,23,pre_switch,repair_all,0.0,3.973425,4.040525000000001,True,not_required,fast/fast/deep/deep/deep,fast/fast/fast/fast/fast,mostly_deep_path__mostly_fast_task,deep_on_fast_required,repair_all
risky_ps_linear,24,pre_switch,repair_subset,5.0,5.545185,10.622685,False,assistant_tool_called_but_not_clean,deep/deep/deep/deep/deep,fast/fast/fast/fast/fast,mostly_deep_path__mostly_fast_task,deep_on_fast_required,repair_all
risky_ps_linear,25,pre_switch,repair_all,1.5,4.641945,6.213744999999999,False,not_required,fast/fast/deep/deep/deep,fast/fast/fast/fast/fast,mostly_deep_path__mostly_fast_task,deep_on_fast_required,repair_all
risky_ps_linear,26,post_switch,repair_subset,2.0,4.92983,7.007429999999999,False,assistant_required_but_no_tool_or_not_clean,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,all_stage_modes_match,repair_subset
risky_ps_linear,27,post_switch,repair_subset,2.0,5.2992,7.367,False,assistant_required_but_no_tool_or_not_clean,fast/deep/deep/deep/fast,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,fast_on_deep_required,repair_subset
risky_ps_linear,28,post_switch,repair_all,11.0,5.916585,16.985685,False,not_required,deep/fast/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,both_mismatch_types,repair_subset
risky_ps_linear,29,post_switch,repair_subset,19.5,4.848445,24.413245000000003,False,assistant_required_but_no_tool_or_not_clean,fast/fast/fast/deep/deep,fast/deep/deep/deep/deep,mostly_fast_path__mostly_deep_task,fast_on_deep_required,transfer
risky_ps_linear,30,post_switch,repair_subset,20.5,4.96247,25.53387,False,assistant_required_but_no_tool_or_not_clean,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,all_stage_modes_match,transfer
risky_ps_linear,31,post_switch,repair_subset,2.0,4.827405,6.900605,False,assistant_required_but_no_tool_or_not_clean,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,all_stage_modes_match,repair_subset
risky_ps_linear,32,post_switch,repair_all,18.5,5.30043,23.87063,False,not_required,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,all_stage_modes_match,transfer
risky_ps_linear,33,post_switch,repair_subset,3.0,5.089055,8.158555,False,assistant_required_but_no_tool_or_not_clean,deep/fast/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,both_mismatch_types,repair_subset
risky_ps_linear,34,post_switch,repair_subset,20.5,5.201275,25.773674999999997,False,assistant_required_but_no_tool_or_not_clean,fast/deep/fast/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,fast_on_deep_required,transfer
risky_ps_linear,35,post_switch,transfer,3.0,4.919235,7.981235,False,assistant_tool_called_but_not_clean,fast/fast/deep/fast/fast,fast/deep/deep/deep/deep,mostly_fast_path__mostly_deep_task,fast_on_deep_required,transfer
risky_ps_linear,36,post_switch,repair_subset,4.0,6.13299,10.19889,False,assistant_required_but_no_tool_or_not_clean,fast/deep/fast/fast/deep,fast/deep/deep/deep/deep,mostly_fast_path__mostly_deep_task,fast_on_deep_required,repair_subset
risky_ps_linear,37,post_switch,repair_subset,20.5,4.99222,25.564619999999998,False,assistant_required_but_no_tool_or_not_clean,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,all_stage_modes_match,transfer
risky_ps_linear,38,post_switch,repair_all,11.0,5.601915,16.672015000000002,False,not_required,fast/deep/fast/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,fast_on_deep_required,repair_subset
risky_ps_linear,39,post_switch,repair_subset,5.0,5.560365,10.623664999999999,False,assistant_required_but_no_tool_or_not_clean,fast/deep/fast/fast/deep,fast/deep/deep/deep/deep,mostly_fast_path__mostly_deep_task,fast_on_deep_required,repair_subset
